Results Summary — Original Prompt — Name Only;;;;;;;;;;;
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_featherless-ai_stepfun-ai_Step-3.7-Flash_20260703_11_49_51;Yes;25,148;288,933;980,711;1290,278;1037,732;223,111;Yes;Yes;Yes;
;;;;;;;;;;;
novita / MiniMaxAI MiniMax-M3;;;;;;;;;;;
File name;vision_ok;x;y;r;x_px;y_px;r_px;Detected;Succeeded;Many results;Failure cause
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_novita_MiniMaxAI_MiniMax-M3_20260703_10_32_20;Yes;-48,094;439,734;3208,059;1306,941;1072,039;729,832;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_novita_MiniMaxAI_MiniMax-M3_20260703_10_33_26;Yes;-47,86;428,137;3221,252;1306,888;1069,401;732,834;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_novita_MiniMaxAI_MiniMax-M3_20260703_10_34_02;Yes;-56,964;445,346;3153,637;1308,959;1073,316;717,451;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_novita_MiniMaxAI_MiniMax-M3_20260703_10_36_07;Yes;-42,846;419,546;3236,627;1305,747;1067,447;736,332;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_novita_MiniMaxAI_MiniMax-M3_20260703_10_36_54;Yes;-48,884;432,751;3215,464;1307,121;1070,451;731,517;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_novita_MiniMaxAI_MiniMax-M3_20260703_10_37_22;Yes;9,303;295,455;505,238;1293,883;1039,216;114,941;Yes;No;No;Outside ±6 px tolerance: r_px
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_novita_MiniMaxAI_MiniMax-M3_20260703_10_39_20;Yes;-50,896;426,42;3219,024;1307,579;1069,011;732,327;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_novita_MiniMaxAI_MiniMax-M3_20260703_10_40_04;Yes;-48,884;432,751;3215,464;1307,121;1070,451;731,517;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_novita_MiniMaxAI_MiniMax-M3_20260703_10_40_55;Yes;-43,923;432,603;3220,278;1305,992;1070,417;732,612;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_novita_MiniMaxAI_MiniMax-M3_20260703_10_41_35;Yes;-43,437;417,718;3237,332;1305,882;1067,031;736,492;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
;;;;;;;;;;;
novita / moonshotai Kimi-K2.5;;;;;;;;;;;
File name;vision_ok;x;y;r;x_px;y_px;r_px;Detected;Succeeded;Many results;Failure cause
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_novita_moonshotai_Kimi-K2.5_20260731_09_22_29;Yes;579,956;-152,093;743,934;1164,06;937,399;169,245;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_novita_moonshotai_Kimi-K2.5_20260731_09_24_34;Yes;4,303;290,347;970,332;1295,021;1038,054;220,75;Yes;Yes;No;
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_novita_moonshotai_Kimi-K2.5_20260731_09_25_57;Yes;-16,15;197,031;4941,617;1299,674;1016,824;1124,216;Yes;No;No;Outside ±6 px tolerance: y_px, r_px
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_novita_moonshotai_Kimi-K2.5_20260731_09_26_39;Yes;-42,909;420,167;3241,417;1305,762;1067,588;737,421;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_novita_moonshotai_Kimi-K2.5_20260731_09_27_15;Yes;-42,909;420,167;3241,417;1305,762;1067,588;737,421;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_novita_moonshotai_Kimi-K2.5_20260731_09_28_34;Yes;-44,672;425,871;3235,985;1306,163;1068,885;736,185;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_novita_moonshotai_Kimi-K2.5_20260731_09_29_58;Yes;-42,909;420,167;3241,417;1305,762;1067,588;737,421;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_novita_moonshotai_Kimi-K2.5_20260731_09_31_21;Yes;391,54;-159,696;4657,373;1206,925;935,669;1059,551;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_novita_moonshotai_Kimi-K2.5_20260731_09_34_09;Yes;-12,306;203,473;4933,369;1298,799;1018,29;1122,34;Yes;No;No;Outside ±6 px tolerance: y_px, r_px
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_novita_moonshotai_Kimi-K2.5_20260731_09_35_25;Yes;-47,909;409,862;3214,514;1306,899;1065,244;731,301;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
;;;;;;;;;;;
zai-org / zai-org GLM-4.5V;;;;;;;;;;;
File name;vision_ok;x;y;r;x_px;y_px;r_px;Detected;Succeeded;Many results;Failure cause
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_zai-org_zai-org_GLM-4.5V_20260616_15_01_01;No;-42,008;425,837;3233,249;1305,557;1068,878;735,563;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_zai-org_zai-org_GLM-4.5V_20260616_15_03_23;No;-;-;-;-;-;-;No;No;No;No circles found
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_zai-org_zai-org_GLM-4.5V_20260616_15_05_20;No;-3410,485;3959,515;182,908;2071,884;1872,788;41,611;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_zai-org_zai-org_GLM-4.5V_20260616_15_06_31;No;4,301;289,924;968,927;1295,021;1037,958;220,431;Yes;Yes;No;
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_zai-org_zai-org_GLM-4.5V_20260616_15_07_44;No;4,297;289,917;968,896;1295,022;1037,956;220,423;Yes;Yes;No;
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_zai-org_zai-org_GLM-4.5V_20260616_15_09_06;No;-;-;-;-;-;-;No;No;No;Missing vision_results.json
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_zai-org_zai-org_GLM-4.5V_20260616_15_10_44;No;-;-;-;-;-;-;No;No;No;No circles found
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_zai-org_zai-org_GLM-4.5V_20260616_15_14_23;No;-;-;-;-;-;-;No;No;No;Missing vision_results.json
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_zai-org_zai-org_GLM-4.5V_20260616_15_15_13;No;-;-;-;-;-;-;No;No;No;No circles found
new models/vacuum_gripper/or_prompt/full_spec/vacuum_gripper_huggingface_zai-org_zai-org_GLM-4.5V_20260616_15_18_13;No;4135,083;4229,79;149,996;355,27;1934,276;34,124;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
;;;;;;;;;;;
;;;;;;;;;;;
Detailed Results — New Prompt — Name Only;;;;;;;;;;;
auto / google gemma-4-31B-it;;;;;;;;;;;
File name;vision_ok;x;y;r;x_px;y_px;r_px;Detected;Succeeded;Many results;Failure cause
new models/vacuum_gripper/new prompt/name_only/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260707_12_16_41;Yes;4,299;289,917;968,91;1295,022;1037,956;220,427;Yes;Yes;No;
new models/vacuum_gripper/new prompt/name_only/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260707_12_16_58;Yes;4,299;289,917;968,91;1295,022;1037,956;220,427;Yes;Yes;No;
new models/vacuum_gripper/new prompt/name_only/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260707_12_17_11;Yes;4,636;289,979;974,104;1294,945;1037,97;221,608;Yes;Yes;No;
new models/vacuum_gripper/new prompt/name_only/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260707_12_17_26;Yes;4,428;289,971;971,043;1294,992;1037,968;220,912;Yes;Yes;No;
new models/vacuum_gripper/new prompt/name_only/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260707_12_17_39;Yes;4,299;289,917;968,91;1295,022;1037,956;220,427;Yes;Yes;No;
new models/vacuum_gripper/new prompt/name_only/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260715_12_38_34;Yes;4,471;289,653;966,652;1294,982;1037,896;219,913;Yes;Yes;No;
new models/vacuum_gripper/new prompt/name_only/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260715_12_38_54;Yes;4,299;289,917;968,91;1295,022;1037,956;220,427;Yes;Yes;No;
new models/vacuum_gripper/new prompt/name_only/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260715_12_39_08;Yes;4,297;289,917;968,896;1295,022;1037,956;220,423;Yes;Yes;No;
new models/vacuum_gripper/new prompt/name_only/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260715_12_39_25;Yes;4,299;289,917;968,91;1295,022;1037,956;220,427;Yes;Yes;Yes;
new models/vacuum_gripper/new prompt/name_only/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260715_12_39_51;Yes;4,636;289,979;974,104;1294,945;1037,97;221,608;Yes;Yes;No;
;;;;;;;;;;;
auto / Qwen Qwen3.6-35B-A3B;;;;;;;;;;;
File name;vision_ok;x;y;r;x_px;y_px;r_px;Detected;Succeeded;Many results;Failure cause
new models/vacuum_gripper/new prompt/name_only/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260707_12_43_00;No;-;-;-;-;-;-;No;No;No;"vision_ok is false; no circle detected"
new models/vacuum_gripper/new prompt/name_only/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260707_12_46_20;Yes;3,115;265,201;786,227;1295,291;1032,333;178,866;Yes;No;No;Outside ±6 px tolerance: r_px
new models/vacuum_gripper/new prompt/name_only/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260707_12_48_18;Yes;4,883;289,697;976,081;1294,889;1037,906;222,058;Yes;Yes;No;
new models/vacuum_gripper/new prompt/name_only/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260707_12_52_03;Yes;4,942;289,663;976,129;1294,875;1037,898;222,069;Yes;Yes;No;
new models/vacuum_gripper/new prompt/name_only/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260707_12_58_34;Yes;5,814;286,592;989,287;1294,677;1037,2;225,062;Yes;Yes;No;
new models/vacuum_gripper/new prompt/name_only/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260717_11_28_41;No;-;-;-;-;-;-;No;No;No;Missing vision_results.json
new models/vacuum_gripper/new prompt/name_only/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260717_11_42_48;No;-;-;-;-;-;-;No;No;No;Missing vision_results.json
new models/vacuum_gripper/new prompt/name_only/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260717_11_50_33;No;-;-;-;-;-;-;No;No;No;Missing vision_results.json
new models/vacuum_gripper/new prompt/name_only/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260717_12_01_11;No;-;-;-;-;-;-;No;No;No;Missing vision_results.json
new models/vacuum_gripper/new prompt/name_only/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260717_12_07_38;No;-;-;-;-;-;-;No;No;No;Missing vision_results.json
;;;;;;;;;;;
deepinfra / moonshotai Kimi-K2.5;;;;;;;;;;;
File name;vision_ok;x;y;r;x_px;y_px;r_px;Detected;Succeeded;Many results;Failure cause
new models/vacuum_gripper/new prompt/name_only/vacuum_gripper_huggingface_deepinfra_moonshotai_Kimi-K2.5_20260731_12_38_03;Yes;4,49;290,625;973,823;1294,978;1038,117;221,544;Yes;Yes;No;
new models/vacuum_gripper/new prompt/name_only/vacuum_gripper_huggingface_deepinfra_moonshotai_Kimi-K2.5_20260731_12_40_48;Yes;4,435;290,402;972,487;1294,991;1038,066;221,241;Yes;Yes;No;
new models/vacuum_gripper/new prompt/name_only/vacuum_gripper_huggingface_deepinfra_moonshotai_Kimi-K2.5_20260731_12_42_39;Yes;6,98;290,307;476,342;1294,412;1038,045;108,368;Yes;No;No;Outside ±6 px tolerance: r_px
new models/vacuum_gripper/new prompt/name_only/vacuum_gripper_huggingface_deepinfra_moonshotai_Kimi-K2.5_20260731_12_45_55;Yes;69,665;325,555;2430,209;1280,151;1046,064;552,872;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/new prompt/name_only/vacuum_gripper_huggingface_deepinfra_moonshotai_Kimi-K2.5_20260731_12_49_16;No;-;-;-;-;-;-;No;No;No;No circles found
new models/vacuum_gripper/new prompt/name_only/vacuum_gripper_huggingface_deepinfra_moonshotai_Kimi-K2.5_20260731_12_58_54;Yes;831,908;3529,903;450,57;1106,741;1775,052;102,504;Yes;No;Yes;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/new prompt/name_only/vacuum_gripper_huggingface_deepinfra_moonshotai_Kimi-K2.5_20260731_13_02_45;No;-;-;-;-;-;-;No;No;No;No circles found
new models/vacuum_gripper/new prompt/name_only/vacuum_gripper_huggingface_deepinfra_moonshotai_Kimi-K2.5_20260731_13_04_02;No;-;-;-;-;-;-;No;No;No;"vision_ok is false; no circle detected"
new models/vacuum_gripper/new prompt/name_only/vacuum_gripper_huggingface_deepinfra_moonshotai_Kimi-K2.5_20260731_13_07_20;Yes;4,305;290,347;970,346;1295,02;1038,054;220,753;Yes;Yes;No;
new models/vacuum_gripper/new prompt/name_only/vacuum_gripper_huggingface_deepinfra_moonshotai_Kimi-K2.5_20260731_13_08_54;Yes;5246,158;-2668,295;195,925;102,5;364,964;44,573;Yes;No;Yes;Outside ±6 px tolerance: x_px, y_px, r_px
;;;;;;;;;;;
novita / MiniMaxAI MiniMax-M3;;;;;;;;;;;
File name;vision_ok;x;y;r;x_px;y_px;r_px;Detected;Succeeded;Many results;Failure cause
new models/vacuum_gripper/new prompt/name_only/vacuum_gripper_huggingface_novita_MiniMaxAI_MiniMax-M3_20260707_11_33_16;No;-;-;-;-;-;-;No;No;No;"vision_ok is false; no circle detected"
new models/vacuum_gripper/new prompt/name_only/vacuum_gripper_huggingface_novita_MiniMaxAI_MiniMax-M3_20260707_11_38_10;No;-;-;-;-;-;-;No;No;No;"vision_ok is false; no circle detected"
new models/vacuum_gripper/new prompt/name_only/vacuum_gripper_huggingface_novita_MiniMaxAI_MiniMax-M3_20260707_11_40_31;Yes;14,937;223,395;508,673;1292,602;1022,822;115,723;Yes;No;No;Outside ±6 px tolerance: y_px, r_px
new models/vacuum_gripper/new prompt/name_only/vacuum_gripper_huggingface_novita_MiniMaxAI_MiniMax-M3_20260707_11_42_34;Yes;-9,973;271,439;815,064;1298,269;1033,752;185,427;Yes;No;No;Outside ±6 px tolerance: r_px
new models/vacuum_gripper/new prompt/name_only/vacuum_gripper_huggingface_novita_MiniMaxAI_MiniMax-M3_20260707_11_46_02;Yes;-;-;-;-;-;-;No;No;No;No circle detected
;;;;;;;;;;;
;;;;;;;;;;;
Detailed Results — New Prompt — Full Specs;;;;;;;;;;;
auto / google gemma-4-31B-it;;;;;;;;;;;
File name;vision_ok;x;y;r;x_px;y_px;r_px;Detected;Succeeded;Many results;Failure cause
new models/vacuum_gripper/new prompt/full_specs/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260707_12_14_35;Yes;4,428;289,972;971,05;1294,992;1037,969;220,914;Yes;Yes;No;
new models/vacuum_gripper/new prompt/full_specs/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260707_12_14_51;Yes;4,464;289,682;966,669;1294,984;1037,903;219,917;Yes;Yes;No;
new models/vacuum_gripper/new prompt/full_specs/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260707_12_15_04;Yes;4,496;290,14;972,396;1294,977;1038,007;221,22;Yes;Yes;No;
new models/vacuum_gripper/new prompt/full_specs/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260707_12_15_17;Yes;4,65;289,957;974,121;1294,942;1037,965;221,612;Yes;Yes;No;
new models/vacuum_gripper/new prompt/full_specs/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260707_12_15_38;Yes;4,301;289,924;968,927;1295,021;1037,958;220,431;Yes;Yes;No;
new models/vacuum_gripper/new prompt/full_specs/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260717_10_19_51;Yes;4,495;290,182;972,417;1294,977;1038,016;221,225;Yes;Yes;No;
new models/vacuum_gripper/new prompt/full_specs/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260717_10_20_08;Yes;4,65;289,957;974,121;1294,942;1037,965;221,612;Yes;Yes;No;
new models/vacuum_gripper/new prompt/full_specs/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260717_10_21_34;Yes;4,65;289,957;974,121;1294,942;1037,965;221,612;Yes;Yes;No;
new models/vacuum_gripper/new prompt/full_specs/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260717_10_22_08;Yes;654,145;3864,681;195,325;1147,182;1851,214;44,436;Yes;No;Yes;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/new prompt/full_specs/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260717_10_22_57;Yes;4,65;289,957;974,121;1294,942;1037,965;221,612;Yes;Yes;No;
;;;;;;;;;;;
auto / Qwen Qwen3.6-35B-A3B;;;;;;;;;;;
File name;vision_ok;x;y;r;x_px;y_px;r_px;Detected;Succeeded;Many results;Failure cause
new models/vacuum_gripper/new prompt/full_specs/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260707_12_29_45;No;-;-;-;-;-;-;No;No;No;"vision_ok is false; no circle detected"
new models/vacuum_gripper/new prompt/full_specs/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260707_12_35_00;Yes;4,464;289,654;966,655;1294,984;1037,896;219,914;Yes;Yes;No;
new models/vacuum_gripper/new prompt/full_specs/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260707_12_37_50;Yes;4,301;289,966;968,948;1295,021;1037,967;220,435;Yes;Yes;No;
new models/vacuum_gripper/new prompt/full_specs/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260707_12_39_15;Yes;38,381;233,835;759,319;1287,268;1025,198;172,745;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/new prompt/full_specs/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260707_12_41_12;Yes;1022,08;3706,927;504,884;1063,477;1815,325;114,861;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
;;;;;;;;;;;
novita / moonshotai Kimi-K2.5;;;;;;;;;;;
File name;vision_ok;x;y;r;x_px;y_px;r_px;Detected;Succeeded;Many results;Failure cause
new models/vacuum_gripper/new prompt/full_specs/vacuum_gripper_huggingface_novita_moonshotai_Kimi-K2.5_20260707_13_16_46;Yes;4,299;289,917;968,91;1295,022;1037,956;220,427;Yes;Yes;No;
new models/vacuum_gripper/new prompt/full_specs/vacuum_gripper_huggingface_novita_moonshotai_Kimi-K2.5_20260707_13_17_28;Yes;4,403;289,963;969,902;1294,998;1037,967;220,652;Yes;Yes;No;
new models/vacuum_gripper/new prompt/full_specs/vacuum_gripper_huggingface_novita_moonshotai_Kimi-K2.5_20260707_13_21_31;Yes;4,428;289,972;971,05;1294,992;1037,969;220,914;Yes;Yes;No;
new models/vacuum_gripper/new prompt/full_specs/vacuum_gripper_huggingface_novita_moonshotai_Kimi-K2.5_20260707_13_22_56;No;-;-;-;-;-;-;No;No;No;"vision_ok is false; no circle detected"
new models/vacuum_gripper/new prompt/full_specs/vacuum_gripper_huggingface_novita_moonshotai_Kimi-K2.5_20260707_13_39_00;Yes;4,428;289,972;971,05;1294,992;1037,969;220,914;Yes;Yes;No;
new models/vacuum_gripper/new prompt/full_specs/vacuum_gripper_huggingface_novita_moonshotai_Kimi-K2.5_20260717_10_32_27;Yes;5,28;289,56;977,478;1294,798;1037,875;222,376;Yes;Yes;No;
new models/vacuum_gripper/new prompt/full_specs/vacuum_gripper_huggingface_novita_moonshotai_Kimi-K2.5_20260717_10_40_07;Yes;78,356;74,163;1602,435;1278,174;988,872;364,553;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/new prompt/full_specs/vacuum_gripper_huggingface_novita_moonshotai_Kimi-K2.5_20260717_10_43_24;Yes;5,775;289,269;979,625;1294,686;1037,809;222,864;Yes;Yes;No;
new models/vacuum_gripper/new prompt/full_specs/vacuum_gripper_huggingface_novita_moonshotai_Kimi-K2.5_20260717_10_45_55;Yes;35,95;464,263;992,646;1287,821;1077,62;225,827;Yes;No;No;Outside ±6 px tolerance: x_px, y_px
new models/vacuum_gripper/new prompt/full_specs/vacuum_gripper_huggingface_novita_moonshotai_Kimi-K2.5_20260717_10_53_28;Yes;4,41;289,964;969,907;1294,996;1037,967;220,654;Yes;Yes;No;
;;;;;;;;;;;
novita / zai-org GLM-4.5V;;;;;;;;;;;
File name;vision_ok;x;y;r;x_px;y_px;r_px;Detected;Succeeded;Many results;Failure cause
new models/vacuum_gripper/new prompt/full_specs/vacuum_gripper_huggingface_novita_zai-org_GLM-4.5V_20260707_13_41_26;Yes;4,65;289,957;974,121;1294,942;1037,965;221,612;Yes;Yes;No;
new models/vacuum_gripper/new prompt/full_specs/vacuum_gripper_huggingface_novita_zai-org_GLM-4.5V_20260707_13_46_32;No;-;-;-;-;-;-;No;No;No;No circles found
new models/vacuum_gripper/new prompt/full_specs/vacuum_gripper_huggingface_novita_zai-org_GLM-4.5V_20260707_13_52_30;Yes;4,65;289,957;974,121;1294,942;1037,965;221,612;Yes;Yes;No;
new models/vacuum_gripper/new prompt/full_specs/vacuum_gripper_huggingface_novita_zai-org_GLM-4.5V_20260707_14_02_14;Yes;63,85;4171,739;79,273;1281,474;1921,069;18,035;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/new prompt/full_specs/vacuum_gripper_huggingface_novita_zai-org_GLM-4.5V_20260707_14_07_30;Yes;4,428;289,972;971,05;1294,992;1037,969;220,914;Yes;Yes;No;
;;;;;;;;;;;
;;;;;;;;;;;
Detailed Results — New Prompt 1 — Name Only;;;;;;;;;;;
auto / google gemma-4-31B-it;;;;;;;;;;;
File name;vision_ok;x;y;r;x_px;y_px;r_px;Detected;Succeeded;Many results;Failure cause
new models/vacuum_gripper/new prompt_1/name_only/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260707_12_21_16;Yes;4,299;289,917;968,91;1295,022;1037,956;220,427;Yes;Yes;No;
new models/vacuum_gripper/new prompt_1/name_only/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260707_12_21_54;Yes;4,299;289,917;968,91;1295,022;1037,956;220,427;Yes;Yes;No;
new models/vacuum_gripper/new prompt_1/name_only/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260707_12_22_16;Yes;4,299;289,917;968,91;1295,022;1037,956;220,427;Yes;Yes;No;
new models/vacuum_gripper/new prompt_1/name_only/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260707_12_22_44;Yes;4,299;289,917;968,91;1295,022;1037,956;220,427;Yes;Yes;No;
new models/vacuum_gripper/new prompt_1/name_only/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260707_12_23_02;Yes;4,299;289,917;968,91;1295,022;1037,956;220,427;Yes;Yes;No;
new models/vacuum_gripper/new prompt_1/name_only/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260715_12_40_59;Yes;4,299;289,917;968,91;1295,022;1037,956;220,427;Yes;Yes;Yes;
new models/vacuum_gripper/new prompt_1/name_only/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260715_12_58_57;Yes;4,428;289,971;971,043;1294,992;1037,968;220,912;Yes;Yes;No;
new models/vacuum_gripper/new prompt_1/name_only/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260715_12_59_15;Yes;4,299;289,917;968,91;1295,022;1037,956;220,427;Yes;Yes;No;
new models/vacuum_gripper/new prompt_1/name_only/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260715_12_59_54;Yes;4,643;289,971;974,111;1294,943;1037,968;221,61;Yes;Yes;No;
new models/vacuum_gripper/new prompt_1/name_only/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260715_13_09_32;No;-;-;-;-;-;-;No;No;No;Missing vision_results.json
;;;;;;;;;;;
auto / Qwen Qwen3.6-35B-A3B;;;;;;;;;;;
File name;vision_ok;x;y;r;x_px;y_px;r_px;Detected;Succeeded;Many results;Failure cause
new models/vacuum_gripper/new prompt_1/name_only/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260731_11_12_17;Yes;31,729;289,167;988,584;1288,781;1037,785;224,902;Yes;Yes;Yes;
new models/vacuum_gripper/new prompt_1/name_only/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260731_11_18_23;Yes;2,459;292,875;958,747;1295,44;1038,629;218,115;Yes;Yes;Yes;
new models/vacuum_gripper/new prompt_1/name_only/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260731_11_20_10;Yes;4,305;290,346;970,344;1295,02;1038,054;220,753;Yes;Yes;No;
new models/vacuum_gripper/new prompt_1/name_only/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260731_11_23_59;Yes;4,65;290,4;975,552;1294,942;1038,066;221,938;Yes;Yes;No;
new models/vacuum_gripper/new prompt_1/name_only/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260731_11_26_51;No;-;-;-;-;-;-;No;No;No;No circles found
new models/vacuum_gripper/new prompt_1/name_only/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260731_11_28_05;Yes;2,459;292,875;958,747;1295,44;1038,629;218,115;Yes;Yes;Yes;
new models/vacuum_gripper/new prompt_1/name_only/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260731_11_33_32;Yes;31,618;289,22;988,462;1288,807;1037,797;224,875;Yes;Yes;Yes;
